id,email,first_name,last_name,source,campaign_id,created_at,converted,converted_at
250,belliott@example.net,Melisa,Peterson,organic,CAMP_3319,2025-09-29 09:57:38,False,
251,callejaelba@example.net,Lucy,Jüttner,referral,CAMP_9366,2025-05-04 12:12:59,True,2025-09-10 14:57:37
252,sauvagethibaut@example.net,Mathilde,Carreras,email_campaign,CAMP_8456,2025-01-29 05:38:32,False,
253,samores@example.net,Florentino,Radisch,email_campaign,CAMP_3575,2025-01-16 15:15:42,True,2025-02-26 15:29:56
254,odettetoussaint@example.org,Gisela,Hammond,paid_ads,CAMP_4933,2025-07-14 19:22:59,False,
255,thamilton@example.net,Paulino,Martí,organic,CAMP_5886,2025-09-05 05:59:30,True,2025-11-02 18:20:19
256,staudekordula@example.net,Olegario,Rodriguez,organic,CAMP_5814,2025-01-12 08:40:51,False,
257,didiereugene@example.org,Austin,Asensio,organic,CAMP_8023,2025-06-23 17:05:52,True,2025-09-15 12:31:11
258,caeciliewirth@example.com,Sarah,Roger,paid_ads,CAMP_4374,2025-04-25 17:27:23,True,2025-08-08 01:07:54
259,beckerjoseph@example.com,Alexandre,Gay,email_campaign,CAMP_7958,2025-03-03 13:00:33,False,
260,zlopez@example.com,Candelas,Bouchet,paid_ads,CAMP_3399,2025-01-10 04:24:40,False,
261,uheinz@example.org,Alicia,Leroux,paid_ads,CAMP_3146,2025-11-16 09:26:49,True,2025-11-22 22:38:47
262,christopher01@example.org,Corey,Solé,referral,CAMP_7050,2025-05-15 14:56:04,False,
263,vbriemer@example.net,Gotthold,Meyer,organic,CAMP_1857,2024-12-16 20:10:44,True,2025-01-14 07:07:50
264,schmidtkurt@example.com,Élisabeth,Perez,organic,CAMP_6444,2025-10-16 14:50:38,False,
265,hans-rudolfanders@example.com,Tristan,Pascual,email_campaign,CAMP_6104,2025-09-15 18:49:41,False,
266,patrick53@example.com,Suzanne,Lübs,organic,CAMP_8825,2025-10-03 10:29:25,True,2025-11-21 02:00:39
267,zlatkoernst@example.org,Ashley,Ditschlerin,paid_ads,CAMP_9746,2025-10-29 19:04:20,False,
268,bchretien@example.com,Sepp,Miller,referral,CAMP_7810,2024-12-31 06:29:56,False,
269,wagnerjeffrey@example.net,Loni,Langlois,email_campaign,CAMP_2246,2025-01-31 07:25:47,False,
270,arnulf65@example.com,Christelle,Franke,email_campaign,CAMP_5264,2025-04-02 07:44:56,False,
271,marcio09@example.net,Demetrio,Blanca,email_campaign,CAMP_3868,2025-06-19 10:29:03,False,
272,belenarranz@example.org,Carolina,Beer,referral,CAMP_4196,2025-07-30 00:18:00,True,2025-11-11 22:59:00
273,tellezteobaldo@example.org,Charles,Mcmahon,referral,CAMP_1711,2025-04-05 04:12:38,True,2025-06-15 20:56:23
274,batlleveronica@example.net,Jason,Binner,organic,CAMP_7195,2025-04-12 18:29:49,True,2025-05-23 02:45:51
275,jodimiller@example.org,Emmanuel,Bigot,paid_ads,CAMP_2332,2025-04-17 18:54:59,True,2025-10-24 10:10:34
276,eliseolluch@example.com,Fedor,Roberts,paid_ads,CAMP_3356,2025-11-18 00:38:54,True,2025-11-27 22:44:30
277,loefflerkarl-peter@example.org,Janet,Gilbert,referral,CAMP_5965,2025-02-10 22:31:12,False,
278,arnoldsteven@example.com,Alicia,Bayona,organic,CAMP_7741,2024-12-30 17:22:32,False,
279,danielhenry@example.net,Aitor,Humbert,organic,CAMP_3732,2025-03-12 02:44:57,True,2025-06-30 04:50:41
280,sanmartinleonel@example.org,Raphael,Grau,organic,CAMP_4681,2025-03-14 21:29:59,False,
281,iseguin@example.org,Shannon,Bonilla,referral,CAMP_6314,2024-11-29 18:39:54,False,
282,adan14@example.com,Joshua,Drub,organic,CAMP_5848,2025-01-25 11:04:36,False,
283,martine38@example.org,Christopher,Baron,referral,CAMP_1155,2025-03-10 09:23:23,True,2025-04-18 04:28:55
284,montoyadavid@example.com,Joseph,Eimer,paid_ads,CAMP_1493,2025-08-08 21:17:12,True,2025-11-18 02:19:15
285,djones@example.org,Iván,Hövel,email_campaign,CAMP_3158,2025-07-12 05:55:04,True,2025-07-29 16:38:15
286,misty51@example.net,Adrien,Preiß,organic,CAMP_1822,2025-11-06 14:27:34,False,
287,zhentschel@example.net,Emiliana,Young,paid_ads,CAMP_9661,2025-11-05 21:57:20,True,2025-11-06 12:22:40
288,remydupre@example.net,Raymond,Textor,organic,CAMP_7196,2025-06-20 21:49:18,True,2025-10-19 08:39:14
289,katharina10@example.net,Modesta,Henschel,referral,CAMP_2653,2025-06-18 20:35:11,True,2025-11-25 07:16:42
290,fosteryvonne@example.net,Helmuth,Kirk,referral,CAMP_4163,2025-05-16 11:39:54,False,
291,realpaca@example.net,Renee,Medina,referral,CAMP_5257,2024-12-27 00:03:33,False,
292,christophervaldez@example.com,Aimé,Mooney,email_campaign,CAMP_1504,2025-05-03 09:57:06,True,2025-07-02 05:11:02
293,ingrid03@example.org,Jacques,Rose,organic,CAMP_6364,2025-09-11 08:54:07,False,
294,lesteban@example.org,Anika,Roldan,referral,CAMP_9093,2025-02-04 05:56:31,False,
295,thomasjacquet@example.org,Danielle,Zapata,referral,CAMP_6263,2025-04-08 09:19:03,False,
296,juan-antonio80@example.net,Alois,Parsons,organic,CAMP_4865,2025-08-28 23:15:34,True,2025-09-11 00:34:05
297,seberth@example.net,Diethelm,Gonzalez,email_campaign,CAMP_1501,2025-03-31 02:24:52,True,2025-04-28 13:19:32
298,lorraineortiz@example.com,Brady,Ramón,referral,CAMP_3494,2025-10-18 20:02:31,False,
299,schulzandree@example.org,Narcisa,Herrmann,email_campaign,CAMP_5366,2025-08-30 04:27:00,False,
300,gayaanita@example.net,Goyo,Clayton,paid_ads,CAMP_6330,2025-01-28 06:45:02,False,
301,albino74@example.org,Soraya,Jacob,referral,CAMP_1605,2025-10-11 06:49:28,False,
302,alawrence@example.org,Cándida,Kelly,email_campaign,CAMP_8484,2024-12-26 22:57:35,True,2025-08-13 11:54:29
303,amaro33@example.net,Soledad,Fabre,organic,CAMP_8687,2025-07-13 12:43:27,True,2025-07-17 19:29:59
304,victor-manueldomenech@example.net,Larry,Viña,organic,CAMP_5146,2025-11-18 20:58:21,False,
305,tracey65@example.com,Gunther,Folch,referral,CAMP_6005,2024-12-22 17:25:01,False,
306,christopheda-costa@example.org,Amélie,Scheel,paid_ads,CAMP_1620,2025-08-28 13:08:29,True,2025-09-05 01:13:21
307,david97@example.org,Gail,Dupré,organic,CAMP_3246,2025-09-13 12:05:57,True,2025-10-21 05:05:19
308,quevedocalisto@example.org,Xavier,Seifert,email_campaign,CAMP_6467,2025-08-04 21:29:53,False,
309,cintiacanete@example.com,Senol,Molins,email_campaign,CAMP_9893,2025-07-24 01:18:16,False,
310,jordan71@example.org,Dalila,Salmon,paid_ads,CAMP_8711,2025-07-24 22:04:26,True,2025-08-13 15:30:48
311,ferreiraadelaide@example.net,Gilles,Murphy,referral,CAMP_3349,2025-08-27 23:51:55,True,2025-10-02 06:54:38
312,garywyatt@example.net,Ehrenfried,Page,referral,CAMP_4696,2024-12-02 12:25:06,False,
313,jungferantonino@example.net,Stephan,Washington,referral,CAMP_4816,2025-09-24 06:04:43,True,2025-10-07 04:42:00
314,penelopevalentin@example.com,Muharrem,Tanguy,paid_ads,CAMP_1093,2025-11-12 06:33:40,True,2025-11-27 22:38:48
315,josephmarchand@example.org,Dominga,Johnson,organic,CAMP_9146,2025-07-10 04:29:28,False,
316,zmiller@example.org,Blanca,Olivera,referral,CAMP_6291,2025-02-15 12:42:17,False,
317,rachelsantiago@example.com,Evi,Bates,organic,CAMP_9247,2025-02-05 01:26:15,False,
318,jeffwade@example.net,Erin,Mcpherson,referral,CAMP_8770,2025-02-24 00:55:47,False,
319,ciriacocaceres@example.net,Rodney,Da Costa,paid_ads,CAMP_7685,2024-12-25 00:48:40,False,
320,lcoste@example.org,Ignacio,Montesinos,email_campaign,CAMP_2706,2025-10-28 14:39:31,False,
321,nayaracorral@example.org,Alexandre,Santiago,paid_ads,CAMP_4353,2025-01-19 00:10:43,True,2025-07-14 06:30:26
322,fleroux@example.org,Delfina,Crespi,referral,CAMP_2210,2025-04-06 06:07:36,False,
323,vivianaperalta@example.com,Ronald,Gomez,paid_ads,CAMP_9384,2025-08-07 16:42:11,False,
324,jonathanalvarez@example.net,Michelle,Smith,paid_ads,CAMP_6261,2025-11-01 21:50:44,False,
325,doritbonbach@example.com,Sharon,Guyon,referral,CAMP_5114,2025-07-06 17:10:50,True,2025-07-13 20:06:14
326,angela02@example.com,Antonia,Christoph,referral,CAMP_9630,2025-02-28 03:35:02,False,
327,stephanvogt@example.com,Nazaret,Arnaud,referral,CAMP_2467,2025-08-07 20:59:39,True,2025-11-21 18:57:01
328,ngrondin@example.com,Rena,Fechner,email_campaign,CAMP_9433,2025-05-03 01:26:06,True,2025-10-02 17:15:07
329,michael13@example.org,Guiomar,Rojas,organic,CAMP_9626,2025-03-15 23:12:55,False,
330,zsanjuan@example.net,Albino,Shepherd,email_campaign,CAMP_9948,2025-06-20 18:11:56,True,2025-08-26 10:06:56
331,patbergmarika@example.net,Théophile,Pi,organic,CAMP_7315,2025-08-06 08:16:32,False,
332,nfliegner@example.org,Clemens,Vincent,paid_ads,CAMP_2185,2025-04-28 21:23:25,True,2025-05-28 17:32:41
333,cordierguy@example.org,Lydia,Mitschke,email_campaign,CAMP_9724,2025-06-24 18:01:57,True,2025-11-12 22:50:12
334,loller@example.net,Gina,Jaén,email_campaign,CAMP_2152,2025-01-02 22:37:14,True,2025-02-07 04:20:34
335,jeromeguyot@example.org,Dorita,Gunpf,paid_ads,CAMP_6190,2025-08-15 14:17:40,False,
336,crescencia17@example.com,Leonardo,Voisin,referral,CAMP_2869,2025-11-27 12:36:17,True,2025-11-27 21:51:16
337,freemancalvin@example.net,Patricia,Arias,paid_ads,CAMP_9410,2025-04-12 07:29:09,False,
338,rafa00@example.net,Milagros,Sparks,referral,CAMP_2002,2025-05-20 09:13:01,True,2025-06-03 01:43:54
339,pjensen@example.net,Diego,Mohaupt,organic,CAMP_1367,2025-06-26 02:48:50,True,2025-10-11 09:57:43
340,martine29@example.net,Tomás,Mary,organic,CAMP_2078,2025-06-01 19:08:58,False,
341,wwilson@example.org,Bryan,Mckee,email_campaign,CAMP_6552,2025-02-25 01:52:38,True,2025-10-31 19:41:57
342,aimee83@example.net,Blake,Junk,email_campaign,CAMP_2433,2025-07-13 13:45:42,False,
343,phillipbuck@example.com,Robert,Albers,referral,CAMP_1662,2025-05-18 21:43:27,False,
344,cabanassilvia@example.com,Henriette,Karz,referral,CAMP_3233,2025-05-16 01:23:47,False,
345,iborraobdulia@example.org,Laure,Girona,paid_ads,CAMP_8678,2025-05-27 02:30:08,False,
346,mbouchet@example.org,Benito,King,paid_ads,CAMP_6974,2024-12-19 18:24:52,True,2025-06-16 06:45:03
347,fkranz@example.com,Marcio,Pedrosa,referral,CAMP_9673,2025-01-16 01:06:53,False,
348,jacqueline53@example.org,Kilian,Morán,email_campaign,CAMP_4755,2025-03-04 02:02:55,True,2025-05-13 15:43:09
349,susan09@example.org,Lisa,Spieß,referral,CAMP_2349,2025-01-10 03:24:00,True,2025-07-06 13:47:24
350,brewercynthia@example.net,Matthew,Powell,email_campaign,CAMP_4709,2024-11-28 22:30:20,True,2025-07-06 05:40:37
351,nicolemcgee@example.com,Audrey,Niemeier,organic,CAMP_7407,2024-12-04 05:29:52,True,2025-10-07 04:26:43
352,nelsonjohn@example.org,Micaela,Ramirez,email_campaign,CAMP_9142,2025-01-09 04:00:06,False,
353,gomezlina@example.net,Michael,Ramos,organic,CAMP_6516,2024-12-28 08:53:23,True,2025-03-23 04:56:29
354,kyle49@example.com,Véronique,Barkholz,email_campaign,CAMP_2197,2024-12-11 21:33:10,True,2025-10-01 00:14:20
355,walburga05@example.com,Yaiza,May,referral,CAMP_2723,2025-10-27 13:27:30,False,
356,ogillet@example.com,Martin,Toussaint,referral,CAMP_4834,2025-06-07 02:32:17,True,2025-09-28 11:26:06
357,lisandro35@example.org,Sarita,Montaña,email_campaign,CAMP_1494,2025-04-21 20:04:44,False,
358,coreyburke@example.org,Alix,Nerger,email_campaign,CAMP_6379,2025-09-06 17:59:02,False,
359,jenny62@example.com,Guy,Niemeier,paid_ads,CAMP_9202,2025-10-21 10:12:11,False,
360,amanda33@example.net,Britta,Bouvet,email_campaign,CAMP_8413,2025-10-09 21:20:21,True,2025-10-27 09:54:02
361,nataschaschuchhardt@example.com,Mauricio,Salmon,organic,CAMP_1012,2025-07-28 03:44:23,True,2025-10-22 17:47:20
362,adolfbarth@example.com,René,Bonnin,organic,CAMP_5290,2025-11-10 08:19:17,False,
363,pmorcillo@example.net,Tony,Asensio,referral,CAMP_1013,2025-02-09 04:45:01,True,2025-02-09 09:58:06
364,glacombe@example.org,Beatrix,Gelabert,paid_ads,CAMP_4260,2025-07-18 20:31:11,False,
365,poulainthierry@example.org,Brianna,Diaz,referral,CAMP_1158,2025-08-06 09:39:16,False,
366,josette54@example.org,Debra,Berrocal,email_campaign,CAMP_5590,2025-03-23 17:49:38,False,
367,sanchezlaura@example.com,Concha,Heintze,organic,CAMP_5964,2025-06-07 07:55:10,True,2025-07-29 19:36:28
368,martinaprado@example.com,Jennifer,Roger,paid_ads,CAMP_6202,2025-02-03 22:50:32,False,
369,carterlindsey@example.com,Isaías,Gay,referral,CAMP_2828,2025-07-19 03:53:58,True,2025-08-30 21:51:50
370,rnaranjo@example.org,Joséphine,Novoa,paid_ads,CAMP_1651,2025-05-16 05:18:55,True,2025-08-08 20:40:48
371,zlaunay@example.org,Michèle,Meunier,referral,CAMP_6512,2025-09-09 21:10:51,False,
372,mansdelia@example.com,Martha,Davenport,email_campaign,CAMP_8162,2025-07-13 03:12:10,True,2025-07-15 20:29:35
373,michele14@example.org,Annedore,Amat,email_campaign,CAMP_4612,2024-11-29 02:30:56,True,2025-02-11 05:19:35
374,danny54@example.org,Marcel,Cervantes,referral,CAMP_6547,2025-07-11 15:12:20,False,
375,steuermurat@example.net,Klaas,Soto,organic,CAMP_8008,2025-04-06 00:46:14,True,2025-04-28 23:26:22
376,trilloesmeralda@example.org,Annette,Gilmore,organic,CAMP_8671,2025-10-22 06:46:34,False,
377,manuelhernandez@example.net,Pénélope,Gute,referral,CAMP_1227,2025-06-21 16:41:20,True,2025-09-24 04:34:09
378,peukertmanuela@example.net,Ashlee,Robert,referral,CAMP_1568,2025-02-06 08:32:51,False,
379,dhoffman@example.net,Francis,Serrano,email_campaign,CAMP_6827,2025-06-22 21:05:17,True,2025-09-08 00:25:13
380,cecile39@example.net,Dimas,Vives,organic,CAMP_3807,2025-07-22 22:49:38,True,2025-11-15 00:09:01
381,vbien@example.net,Bernabé,Malo,referral,CAMP_2268,2025-10-15 23:27:25,True,2025-10-25 14:14:40
382,colin47@example.org,Denise,Charrier,paid_ads,CAMP_2103,2025-01-17 01:02:14,True,2025-05-16 12:04:35
383,eufemia44@example.com,Edu,Schleich,organic,CAMP_8305,2024-12-23 13:00:01,True,2025-07-27 14:40:00
384,jgiess@example.org,Tiburcio,Gerlach,paid_ads,CAMP_6953,2025-11-04 10:16:38,True,2025-11-27 05:55:57
385,vsteele@example.net,Stacy,Tanguy,email_campaign,CAMP_8552,2025-01-03 17:25:58,True,2025-08-03 17:13:23
386,frederiquepichon@example.org,Odalys,Guichard,paid_ads,CAMP_5864,2025-03-14 18:21:29,False,
387,cobosnereida@example.net,Ashley,Zänker,referral,CAMP_9038,2025-11-23 10:53:37,True,2025-11-26 09:14:46
388,harlofflieschen@example.org,Julie,Ávila,organic,CAMP_4610,2025-10-28 11:43:35,False,
389,vescamilla@example.com,Christina,Santiago,referral,CAMP_9357,2025-06-05 15:42:42,False,
390,ovidio91@example.com,Ignacio,Bru,email_campaign,CAMP_4529,2025-01-13 05:47:39,True,2025-01-22 23:33:08
391,barbierroland@example.org,Candelaria,Kreusel,email_campaign,CAMP_8626,2025-05-13 08:56:59,False,
392,martin58@example.net,Kristina,Hornich,email_campaign,CAMP_9053,2025-01-24 22:37:02,False,
393,marguerite16@example.com,Martine,Pärtzelt,referral,CAMP_1803,2025-06-04 13:57:10,False,
394,juarezjacob@example.com,Brígida,Chevallier,organic,CAMP_4636,2025-01-08 14:13:52,True,2025-10-08 12:59:56
395,tfaure@example.org,Roger,Koch II,referral,CAMP_1011,2025-06-16 10:19:32,True,2025-08-26 18:29:22
396,taylorvelazquez@example.org,Manon,Textor,paid_ads,CAMP_5597,2025-05-13 18:09:54,True,2025-06-18 11:00:25
397,raumann@example.org,Linda,Pottier,referral,CAMP_8229,2025-11-24 05:06:18,True,2025-11-25 01:04:07
398,arjonaluna@example.net,Brianna,Täsche,email_campaign,CAMP_3890,2025-04-11 06:27:14,True,2025-11-06 17:12:22
399,adriana90@example.net,Gabino,Reynaud,paid_ads,CAMP_8917,2025-06-19 16:33:13,False,
400,huberteric@example.org,Hinrich,Auger,email_campaign,CAMP_4062,2025-04-17 21:49:52,False,
401,etienne58@example.net,Kimberly,Reichmann,paid_ads,CAMP_3648,2025-07-20 16:49:46,False,
402,gmarchand@example.net,Joseph,Loos,email_campaign,CAMP_9189,2025-03-04 03:26:21,True,2025-04-14 22:35:33
403,gunpfehrenfried@example.org,Dionisia,Pärtzelt,email_campaign,CAMP_1878,2025-10-02 00:26:15,False,
404,aplaza@example.com,Holger,Meyer,email_campaign,CAMP_2085,2025-10-26 23:34:59,False,
405,gbuchholz@example.net,Diane,Caspar,referral,CAMP_4232,2025-06-29 07:35:26,False,
406,bgirona@example.net,Vitus,Fortuny,email_campaign,CAMP_2397,2025-08-17 17:38:51,False,
407,ullmannamanda@example.com,Mario,Alcalá,paid_ads,CAMP_3182,2025-11-19 07:57:34,True,2025-11-21 20:52:46
408,stephanietran@example.org,Nathalie,Heinrich,paid_ads,CAMP_3415,2025-01-06 08:40:55,False,
409,laustin@example.net,Daniel,Jourdan,paid_ads,CAMP_8999,2025-08-24 20:58:15,True,2025-09-19 20:03:49
410,eclerc@example.org,Leonore,Caspar,paid_ads,CAMP_3106,2025-03-25 15:12:28,True,2025-11-12 18:47:56
411,begonamesa@example.com,Günter,Evrard,paid_ads,CAMP_1856,2025-06-27 03:14:58,True,2025-11-06 01:02:51
412,thibaut53@example.com,Eric,Long,organic,CAMP_9825,2025-01-23 21:33:01,False,
413,craig72@example.net,Nico,Leroy,paid_ads,CAMP_3949,2025-06-04 16:00:38,False,
414,rosa-mariasantos@example.org,Cristina,Bernier,organic,CAMP_8186,2025-01-06 14:34:37,False,
415,drewesfatih@example.org,Philippe,Matas,referral,CAMP_9598,2025-09-16 18:15:57,True,2025-10-23 06:33:45
416,eugen05@example.org,Rosel,Gnatz,paid_ads,CAMP_1009,2025-01-16 02:10:42,False,
417,hedwigneureuther@example.org,Luc,Frutos,organic,CAMP_4375,2025-02-23 20:09:44,False,
418,rpalomo@example.com,Heather,Walsh,paid_ads,CAMP_6136,2025-06-13 02:59:01,False,
419,trappcarmine@example.net,Emmanuel,Riou,organic,CAMP_8471,2025-06-30 07:38:37,True,2025-10-06 20:17:20
420,guentherrose@example.net,Rebecca,Scott,paid_ads,CAMP_8996,2025-03-21 05:13:32,False,
421,royoramon@example.net,Zoé,Pelletier,paid_ads,CAMP_3889,2025-11-12 23:44:25,False,
422,jerome20@example.net,Alexandros,Geißler,paid_ads,CAMP_6161,2025-05-10 10:02:12,False,
423,alexandriawilson@example.net,Katie,Krebs,referral,CAMP_6404,2025-06-12 14:00:06,True,2025-07-17 02:57:07
424,beckycruz@example.net,Karl-Hans,Taylor,paid_ads,CAMP_9714,2025-08-04 09:44:58,False,
425,reimar62@example.net,Natividad,Menard,email_campaign,CAMP_1092,2024-12-20 13:18:01,True,2025-04-14 13:00:10
426,michaudedouard@example.com,Catherine,Pottier,paid_ads,CAMP_6244,2025-01-17 04:31:43,False,
427,ustiffel@example.org,Swen,Guijarro,paid_ads,CAMP_7228,2025-02-24 07:07:07,True,2025-09-29 20:40:19
428,doerthescholl@example.com,Louise,Schuster,email_campaign,CAMP_4631,2025-02-07 03:36:42,True,2025-08-18 14:50:57
429,berrysamuel@example.com,Cirino,West,email_campaign,CAMP_1196,2025-07-30 20:16:42,True,2025-09-29 20:33:25
430,cruzemelina@example.com,Hartwig,Gillet,referral,CAMP_2565,2025-08-13 12:03:39,False,
431,fustersol@example.org,Sedat,Valentin,paid_ads,CAMP_9551,2024-12-20 22:49:56,False,
432,arocaasdrubal@example.net,Élisabeth,Roskoth,referral,CAMP_6097,2025-07-26 14:54:46,False,
433,fabiennemetz@example.net,Lola,Teixeira,referral,CAMP_9472,2025-09-30 05:27:43,True,2025-11-17 00:52:41
434,ebouvier@example.net,Elisa,Gilles,email_campaign,CAMP_9057,2025-03-30 10:14:26,False,
435,weinhagedino@example.org,Joseph,Zirme,email_campaign,CAMP_1995,2025-08-21 16:10:56,False,
436,bjourdan@example.net,Kevin,De Sousa,referral,CAMP_6032,2025-10-11 12:59:03,False,
437,anita68@example.net,Luka,Jackson,email_campaign,CAMP_4196,2025-04-17 12:59:29,False,
438,melissa55@example.org,Renata,Antón,referral,CAMP_3825,2025-06-15 21:02:58,False,
439,irenecarbonell@example.org,Hans-Josef,Saavedra,referral,CAMP_7760,2025-03-26 21:09:49,False,
440,eileenmiller@example.com,Luis Ángel,Daniel,paid_ads,CAMP_2972,2025-06-24 06:56:57,False,
441,vicentanunez@example.com,Marcial,Moore,organic,CAMP_8678,2025-03-26 00:30:34,False,
442,millanmaria-del-carmen@example.com,Juan Manuel,Gehringer,paid_ads,CAMP_6942,2025-03-09 09:50:23,False,
443,gabriel54@example.net,Ricardo,Sauer,paid_ads,CAMP_3591,2025-06-18 03:38:16,False,
444,ponceciriaco@example.com,Arnaude,Krause,email_campaign,CAMP_6589,2025-04-13 00:29:03,True,2025-08-23 18:29:15
445,apolloniaweimer@example.com,Nath,Tintzmann,email_campaign,CAMP_1906,2025-08-20 03:26:10,False,
446,diane56@example.org,Merche,Allard,email_campaign,CAMP_2330,2025-03-04 23:57:43,True,2025-07-14 05:27:08
447,ferrerogeorgina@example.net,Lalo,Weitzel,referral,CAMP_8737,2025-09-25 15:20:52,True,2025-10-30 01:50:30
448,edda64@example.org,Hilario,Auger,referral,CAMP_1511,2025-04-16 22:28:45,True,2025-10-29 13:28:55
449,tsalinas@example.org,Dorle,Brown,referral,CAMP_7145,2024-12-08 02:11:17,False,
450,mitchelllawrence@example.net,Felisa,Dörschner,paid_ads,CAMP_8498,2025-04-01 15:36:58,True,2025-04-27 18:15:35
451,elsa15@example.org,Tomasa,Calzada,email_campaign,CAMP_9809,2025-02-14 12:16:04,False,
452,davidpatton@example.org,Judy,Belda,referral,CAMP_2181,2025-02-16 14:41:34,False,
453,klaus-peterkoch-ii@example.org,Nicole,Bernal,email_campaign,CAMP_6209,2025-03-18 12:58:30,True,2025-04-11 17:10:06
454,skraus@example.com,Jeannine,Dörschner,referral,CAMP_5596,2025-11-20 18:23:08,False,
455,yortiz@example.net,Christiane,Lacroix,organic,CAMP_9125,2024-11-29 18:58:36,False,
456,hruiz@example.net,Sylvie,Henk,email_campaign,CAMP_6406,2025-06-18 11:39:12,True,2025-10-08 22:15:52
457,edgarmuehle@example.com,Aneta,Fiebig,paid_ads,CAMP_6838,2025-11-23 09:36:16,True,2025-11-26 07:52:25
458,josephbarbe@example.org,Mark,Márquez,paid_ads,CAMP_9077,2025-01-26 20:28:10,False,
459,wesackistvan@example.org,Bertha,Misicher,email_campaign,CAMP_1554,2025-07-06 04:15:13,True,2025-11-12 23:47:00
460,rrivera@example.com,Constance,Lejeune,referral,CAMP_2511,2025-09-24 20:31:54,False,
461,piepersigrid@example.net,Ewald,Carreras,paid_ads,CAMP_1585,2025-01-20 02:15:32,False,
462,eusebiataboada@example.com,Lotti,Nelson,email_campaign,CAMP_5643,2025-05-25 21:41:31,False,
463,elizabethlee@example.org,Kristen,Sexton,email_campaign,CAMP_6592,2025-05-30 01:17:55,False,
464,annette32@example.com,Molly,Paffrath,email_campaign,CAMP_9488,2025-09-10 08:03:54,True,2025-10-14 16:10:55
465,tonibustamante@example.com,Azahara,Lindau,organic,CAMP_5343,2025-02-10 06:56:03,False,
466,williamscraig@example.org,Paul,Sanchez,organic,CAMP_2751,2025-08-24 07:37:11,True,2025-09-21 08:45:30
467,hartwighoevel@example.net,Severo,Ruppert,paid_ads,CAMP_5636,2025-06-28 13:49:03,False,
468,guerreroana@example.net,Angelita,Lecomte,email_campaign,CAMP_5458,2025-11-02 07:56:54,False,
469,groerricht@example.net,Dorothée,Quesada,paid_ads,CAMP_7547,2025-05-19 23:22:10,False,
470,cseguin@example.org,Margaud,Stiffel,organic,CAMP_6514,2025-01-07 09:47:50,True,2025-11-13 13:24:28
471,ymarco@example.org,Kathryn,Chauveau,referral,CAMP_3657,2025-01-16 12:36:11,True,2025-04-03 09:54:12
472,heatherhoward@example.net,Rosario,Chrétien,paid_ads,CAMP_9789,2025-10-12 15:02:19,False,
473,bonillajames@example.com,Eutropio,Chandler,paid_ads,CAMP_8482,2025-07-24 06:09:55,False,
474,cpatberg@example.net,Marcella,Bähr,organic,CAMP_8086,2025-05-24 11:24:38,True,2025-11-26 06:00:25
475,monica23@example.org,Jeffrey,Bègue,organic,CAMP_9015,2025-11-14 14:50:59,True,2025-11-19 10:24:39
476,ldavis@example.com,Wiebke,Torrijos,referral,CAMP_6613,2025-03-30 13:43:23,True,2025-10-09 22:54:58
477,natalijabinner@example.com,Maggie,Palomares,referral,CAMP_7820,2025-03-31 06:04:27,False,
478,escheel@example.net,Matilde,Harper,organic,CAMP_7588,2025-01-30 04:41:12,True,2025-11-14 02:20:38
479,tpittman@example.com,Annette,Vasseur,organic,CAMP_6334,2025-08-06 04:29:40,False,
480,evrardpenelope@example.org,Tyler,Camps,paid_ads,CAMP_9887,2025-01-18 07:03:59,False,
481,fmelendez@example.com,Brandon,Linke,paid_ads,CAMP_2281,2025-01-28 06:01:34,True,2025-09-06 19:16:03
482,anthony70@example.net,Hans-Jochen,Herrero,organic,CAMP_5352,2025-06-18 19:52:11,False,
483,pschmidtke@example.org,Emily,Neira,email_campaign,CAMP_8861,2025-11-02 07:10:29,False,
484,graufortunato@example.com,Swantje,Brock,referral,CAMP_4826,2025-07-24 23:47:25,True,2025-09-03 01:36:20
485,annette21@example.com,Gilles,Rohleder,email_campaign,CAMP_8045,2025-03-14 22:50:20,False,
486,karzconny@example.net,Marie-Luise,Schäfer,paid_ads,CAMP_8828,2025-03-04 18:39:24,True,2025-08-04 09:00:47
487,dominguezalba@example.org,Helen,Figueras,referral,CAMP_6181,2024-12-02 15:38:52,False,
488,anthonyjohnson@example.com,Nath,Medina,paid_ads,CAMP_7856,2025-03-21 02:46:06,True,2025-08-28 22:56:11
489,diasdanielle@example.org,Maria-Luise,Nicolau,email_campaign,CAMP_8031,2025-07-04 05:41:49,True,2025-10-19 02:14:34
490,chretiennicole@example.org,Odette,Catalá,referral,CAMP_7680,2025-04-28 15:20:45,False,
491,aitor05@example.com,Kathleen,Kobelt,referral,CAMP_2190,2025-07-18 06:22:50,True,2025-08-17 00:24:25
492,dillonlindsey@example.net,Louis,Underwood,organic,CAMP_5046,2025-02-14 19:36:43,False,
493,jdelaunay@example.com,William,Vaillant,paid_ads,CAMP_2159,2025-01-27 00:20:07,False,
494,ledouxadrien@example.org,Reyes,Ochoa,email_campaign,CAMP_6267,2024-12-05 12:10:04,True,2025-11-16 22:40:36
495,edgardo79@example.org,Luce,Patiño,paid_ads,CAMP_2895,2025-07-25 23:26:12,True,2025-08-17 06:50:59
496,virgilio49@example.net,Françoise,Potier,organic,CAMP_3863,2025-05-05 19:34:10,False,
